date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:27:17	52860/52860	---M--	200	added ('OK')	text/html	etag:%222ff47b7-ce7c-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/index.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/index-2.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:19	5235/5235	---M--	200	added ('OK')	image/png	etag:%222ff4704-1473-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/logo-img.png	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/logo-img.png	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:19	53032/53032	---M--	200	added ('OK')	text/html	etag:%222ff47df-cf28-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/index-color-1.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/index-color-1.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:19	53033/53033	---M--	200	added ('OK')	text/html	etag:%222ff463b-cf29-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/index-color-2.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/index-color-2.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:21	53633/53633	---M--	200	added ('OK')	text/html	etag:%222ff47d4-d181-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/index-color-3.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/index-color-3.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:23	52783/52783	---M--	200	added ('OK')	text/html	etag:%222ff47dc-ce2f-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/index-boxed.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/index-boxed.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:24	52692/52692	---M--	200	added ('OK')	text/html	etag:%222ff4658-cdd4-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/index-dark.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/index-dark.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:26	83509/83509	---M--	200	added ('OK')	text/html	etag:%222ff463e-14635-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/menu.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/menu.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:27	82170/82170	---M--	200	added ('OK')	text/html	etag:%222ff494a-140fa-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/menu-full.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/menu-full.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:30	57191/57191	---M--	200	added ('OK')	text/html	etag:%222ff463d-df67-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/menu-list.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/menu-list.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:31	42214/42214	---M--	200	added ('OK')	text/html	etag:%222ff4949-a4e6-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/menu-full-list.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/menu-full-list.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:33	40621/40621	---M--	200	added ('OK')	text/html	etag:%222ff47de-9ead-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/recepie.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/recepie.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:34	24487/24487	---M--	200	added ('OK')	text/html	etag:%222ff47d6-5fa7-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/reserve-table.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/reserve-table.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:35	39611/39611	---M--	200	added ('OK')	text/html	etag:%222ff47d2-9abb-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/blog.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/blog.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:36	38553/38553	---M--	200	added ('OK')	text/html	etag:%222ff467a-9699-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/blog-detail.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/blog-detail.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:38	35037/35037	---M--	200	added ('OK')	text/html	etag:%222ff463c-88dd-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/event.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/event.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:39	36697/36697	---M--	200	added ('OK')	text/html	etag:%222ff4948-8f59-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/event-deatail.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/event-deatail.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:40	48084/48084	---M--	200	added ('OK')	text/html	etag:%222ff4678-bbd4-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/cart.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/cart.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:42	65631/65631	---M--	200	added ('OK')	text/html	etag:%222ff47d7-1005f-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/checkout.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/checkout.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:43	26468/26468	---M--	200	added ('OK')	text/html	etag:%222ff47d5-6764-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/grid-view.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/grid-view.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:44	20462/20462	---M--	200	added ('OK')	text/html	etag:%222ff4679-4fee-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/list.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/list.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:46	27299/27299	---M--	200	added ('OK')	text/html	etag:%222ff4677-6aa3-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/product-detail.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/product-detail.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:46	19437/19437	---M--	200	added ('OK')	text/html	etag:%222ff47b5-4bed-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/gallery.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/gallery.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:46	18415/18415	---M--	200	added ('OK')	text/html	etag:%222ff467c-47ef-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/tow-col.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/tow-col.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:48	18974/18974	---M--	200	added ('OK')	text/html	etag:%222ff467b-4a1e-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/three-col.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/three-col.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:48	20165/20165	---M--	200	added ('OK')	text/html	etag:%222ff47da-4ec5-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/four-col.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/four-col.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:50	41763/41763	---M--	200	added ('OK')	text/html	etag:%222ff47d3-a323-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/about.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/about.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:50	17417/17417	---M--	200	added ('OK')	text/html	etag:%222ff47dd-4409-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/404.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/404.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:51	41064/41064	---M--	200	added ('OK')	text/html	etag:%222ff47e0-a068-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/faq.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/faq.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:52	17404/17404	---M--	200	added ('OK')	text/html	etag:%222ff47b6-43fc-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/search-result.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/search-result.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:53	25339/25339	---M--	200	added ('OK')	text/html	etag:%222ff47d1-62fb-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/testimonial.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/testimonial.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:27:54	23381/23381	---M--	200	added ('OK')	text/html	etag:%222ff47db-5b55-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/contact.html	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/contact.html	(from http://html.crunchpress.net/kc/kc_fullview/)
17:28:08	93680/93680	---M--	200	added ('OK')	image/png	etag:%222ff4716-16df0-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/chef-img.png	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/chef-img.png	(from http://html.crunchpress.net/kc/kc_fullview/)
17:28:24	178168/178168	---M--	200	added ('OK')	image/jpeg	etag:%222ff4737-2b7f8-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/banner-img-3.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/banner-img-3.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:28:31	225389/225389	---M--	200	added ('OK')	image/jpeg	etag:%222ff4785-3706d-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/banner-img-2.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/banner-img-2.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:28:33	155278/155278	---M--	200	added ('OK')	image/jpeg	etag:%222ff4730-25e8e-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/banner-img-4.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/banner-img-4.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:28:35	5561/5561	---M--	200	added ('OK')	image/jpeg	etag:%222ff4739-15b9-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/breakfast-img-1.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/breakfast-img-1.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:28:37	4450/4450	---M--	200	added ('OK')	image/jpeg	etag:%222ff471c-1162-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/breakfast-img-2.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/breakfast-img-2.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:28:37	273737/273737	---M--	200	added ('OK')	image/jpeg	etag:%222ff46ad-42d49-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/home-banner-1.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/home-banner-1.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:28:41	24310/24310	---M--	200	added ('OK')	image/jpeg	etag:%222ff4750-5ef6-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/featured-dishes-img1.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/featured-dishes-img1.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:28:42	28111/28111	---M--	200	added ('OK')	image/jpeg	etag:%222ff4765-6dcf-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/featured-dishes-img2.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/featured-dishes-img2.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:28:45	23454/23454	---M--	200	added ('OK')	image/jpeg	etag:%222ff477f-5b9e-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/featured-dishes-img3.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/featured-dishes-img3.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:28:47	4213/4213	---M--	200	added ('OK')	image/jpeg	etag:%222ff4712-1075-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/food-img-1.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/food-img-1.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:28:47	28058/28058	---M--	200	added ('OK')	image/jpeg	etag:%222ff469a-6d9a-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/post-img.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/post-img.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:28:48	3671/3671	---M--	200	added ('OK')	image/jpeg	etag:%222ff4770-e57-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/food-img-2.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/food-img-2.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:28:49	2739/2739	---M--	200	added ('OK')	image/jpeg	etag:%222ff46b8-ab3-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/food-img-3.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/food-img-3.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:28:51	16020/16020	---M--	200	added ('OK')	image/png	etag:%222ff4798-3e94-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/client-review-img1.png	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/client-review-img1.png	(from http://html.crunchpress.net/kc/kc_fullview/)
17:28:55	172925/172925	---M--	200	added ('OK')	image/jpeg	etag:%222ff469e-2a37d-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/banner-img-6.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/banner-img-6.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:28:58	36495/36495	---M--	200	added ('OK')	image/jpeg	etag:%222ff4718-8e8f-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/events-img.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/events-img.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:02	20360/20360	---M--	200	added ('OK')	image/jpeg	etag:%222ff4720-4f88-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/chef-img-1.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/chef-img-1.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:02	37357/37357	---M--	200	added ('OK')	image/jpeg	etag:%222ff4784-91ed-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/events-img2.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/events-img2.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:02	259387/259387	---M--	200	added ('OK')	image/jpeg	etag:%222ff4754-3f53b-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/banner-img-5.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/banner-img-5.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:04	4413/4413	---M--	200	added ('OK')	image/jpeg	etag:%222ff4781-113d-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/featured-footer-img-1.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/featured-footer-img-1.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:05	4295/4295	---M--	200	added ('OK')	image/jpeg	etag:%222ff46ff-10c7-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/featured-footer-img-2.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/featured-footer-img-2.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:05	4494/4494	---M--	200	added ('OK')	image/jpeg	etag:%222ff477d-118e-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/featured-footer-img-3.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/featured-footer-img-3.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:06	4226/4226	---M--	200	added ('OK')	image/jpeg	etag:%222ff479c-1082-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/recent-post-img-1.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/recent-post-img-1.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:07	4228/4228	---M--	200	added ('OK')	image/jpeg	etag:%222ff4751-1084-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/recent-post-img-2.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/recent-post-img-2.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:07	34803/34803	---M--	200	added ('OK')	image/jpeg	etag:%222ff47a0-87f3-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/full-video-img.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/full-video-img.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:07	4721/4721	---M--	200	added ('OK')	image/jpeg	etag:%222ff46f2-1271-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/recent-post-img-3.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/recent-post-img-3.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:09	8116/8116	---M--	200	added ('OK')	image/jpeg	etag:%222ff46b4-1fb4-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/chef-collection-img-1.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/chef-collection-img-1.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:10	6737/6737	---M--	200	added ('OK')	image/jpeg	etag:%222ff475e-1a51-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/chef-collection-img-2.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/chef-collection-img-2.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:10	20430/20430	---M--	200	added ('OK')	image/png	etag:%222ff4786-4fce-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/watch-img.png	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/watch-img.png	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:11	7082/7082	---M--	200	added ('OK')	image/jpeg	etag:%222ff479b-1baa-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/chef-collection-img-3.jpg	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/chef-collection-img-3.jpg	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:16	28631/28631	---M--	200	added ('OK')	application/javascript	etag:%222ff4651-6fd7-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/js/bootstrap.min.js	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/js/bootstrap.min.js	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:20	51909/51909	---M--	200	added ('OK')	application/javascript	etag:%222ff4655-cac5-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/js/jquery.flexslider.js	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/js/jquery.flexslider.js	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:24	93064/93064	---M--	200	added ('OK')	application/javascript	etag:%222ff464a-16b88-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/js/jquery.js	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/js/jquery.js	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:25	25171/25171	---M--	200	added ('OK')	application/javascript	etag:%222ff4649-6253-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/js/jquery.mCustomScrollbar.concat.min.js	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/js/jquery.mCustomScrollbar.concat.min.js	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:25	274566/274566	---M--	200	added ('OK')	image/png	etag:%222ff4796-43086-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/images/happy-hour-banner.png	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/images/happy-hour-banner.png	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:27	7046/7046	---M--	200	added ('OK')	application/javascript	etag:%222ff4648-1b86-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/js/jquery.easy-pie-chart.js	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/js/jquery.easy-pie-chart.js	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:29	2864/2864	---M--	200	added ('OK')	application/javascript	etag:%222ff4653-b30-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/js/jquery.fitvids.js	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/js/jquery.fitvids.js	(from http://html.crunchpress.net/kc/kc_fullview/)
17:29:29	27045/27045	---M--	200	added ('OK')	application/javascript	etag:%222ff4654-69a5-4ec4b93e7ffc0%22	http://html.crunchpress.net/kc/kc_fullview/js/excanvas.js	E:/Study/Capstone/Template/Template/html.crunchpress.net/kc/kc_fullview/js/excanvas.js	(from http://html.crunchpress.net/kc/kc_fullview/)
